Day,Hour,Sun_X,Sun_Y,Sun_Z
7,12,7.22938450347479e-17,-0.5903240435126413,0.8071663543848226
7,13,0.23925778197844821,-0.582764423391473,0.7766217487245366
7,14,0.4622269765138249,-0.5607336249607889,0.6869672656111216
7,15,0.6537109510827522,-0.5257267554665828,0.5443099953345186
7,16,0.800657721908506,-0.4801233406671974,0.3583696277516438
7,17,0.89304960300788,-0.42702522255450104,0.14181631030931155
7,18,0.9245861309477965,-0.3700452195664724,-0.09059261523427525
8,6,-0.9249893283274712,-0.369093333604876,-0.09035957928594748
8,7,-0.8935039696080854,-0.4259436401791154,0.14220644038002567
8,8,-0.8011232898239716,-0.47891807867899205,0.35894142755613984
8,9,-0.6541386001133538,-0.5244006212785091,0.5450749308530485
8,10,-0.4625629672108254,-0.5592855371644191,0.6879209178995971
8,11,-0.23944909438929973,-0.5811890869576305,0.7777424872009373
8,12,1.2404071128487706e-08,-0.5886120289201563,0.8084156600477856
8,13,0.2394669144048724,-0.5810418584910798,0.777847000114188
8,14,0.46263181839547624,-0.558987809043803,0.6881165816549577
8,15,0.6542846552901492,-0.5239462235583936,0.5453365425778366
8,16,0.801361796375943,-0.4782986519442261,0.3592348408178944
8,17,0.8938364929822877,-0.4251496136684697,0.14249256054501816
8,18,0.9254024310568424,-0.3681150776724784,-0.09012008757358828
9,6,-0.9258253209188526,-0.3671104906899115,-0.08987414962555122
9,7,-0.8943130512086451,-0.424007960784424,0.14290351860369943
9,8,-0.8018501029965561,-0.47702624383113823,0.35983659488824654
9,9,-0.6547331910353374,-0.5225460047524174,0.5461411186442301
9,10,-0.46298421914008364,-0.5574586453274468,0.6891193449446438
9,11,-0.23966757066179534,-0.5793781962304762,0.7790252635863572
9,12,7.186276134564588e-17,-0.5868039780586495,0.8097290233989047
9,13,0.23968622983010676,-0.5792229421464427,0.7791349655361696
9,14,0.4630563125586557,-0.5571447119310783,0.6893247575466999
9,15,0.6548861240172882,-0.5220669315546065,0.5464158522103572
9,16,0.802099840930749,-0.47637327777091654,0.360144895014021
9,17,0.8946612332591304,-0.42317108041293516,0.14320444967039636
9,18,0.9262578768414049,-0.3660796129018193,-0.08962177529432876
10,6,-0.9266999749282462,-0.3650224858961485,-0.0893629747612731
10,7,-0.8951594373974318,-0.4219695100815065,0.14363604770351693
10,8,-0.8026103270887316,-0.4750338614321388,0.36077623722106616
10,9,-0.6553550328512401,-0.5205927474970852,0.5472595108081596
10,10,-0.46342471981057554,-0.5555345744282872,0.6903758872406186
10,11,-0.23989600015791537,-0.5774710453207422,0.7803698488052976
10,12,7.162958915671587e-17,-0.5848999826446872,0.8111054249000216
10,13,0.23991547710230293,-0.5773077743764462,0.7804846555130271
10,14,0.46349997287006434,-0.5552044571948221,0.6905908961609996
10,15,0.6555146684323854,-0.5200890403433426,0.5475471756704813
10,16,0.8028710102956019,-0.4743474276796139,0.3610992366104547
10,17,0.8955228792330988,-0.4210898890752631,0.14395165191356218
10,18,0.9271514884906449,-0.3639391526237339,-0.08909775854139242
11,6,-0.9276122880798481,-0.3628296574181795,-0.08882613748821709
11,7,-0.8960421582531729,-0.419828565374305,0.14440369222685748
11,8,-0.8034030908831046,-0.4729411518869393,0.36175978274447423
11,9,-0.6560034129019315,-0.5185410209728794,0.5484293316640003
11,10,-0.4638839643685873,-0.553513458371334,0.6916896117504503
11,11,-0.24013412106644588,-0.5754677446345159,0.7817752098812735
11,12,1.2283702181803397e-08,-0.582900145362498,0.8125437960727893
11,13,0.24015439345224274,-0.5752964665675085,0.7818950331473687
11,14,0.4639622907745444,-0.5531671808759546,0.6919140573373156
11,15,0.6561695680243737,-0.5180127250093967,0.5487297283062457
11,16,0.8036744204309797,-0.47222132763700975,0.36209728481399683
11,17,0.8964204431064398,-0.41890632497300817,0.1447338249286005
11,18,0.9280822415203257,-0.3616940460160056,-0.08854812279873335
12,6,-0.9285612139437857,-0.36053236557706664,-0.08826372601837962
12,7,-0.8969602012473878,-0.4175854234051538,0.14520610020857957
12,8,-0.8042274849997482,-0.4707483525410565,0.3627866328172265
12,9,-0.6566775873998288,-0.516391011444694,0.5496497698588313
12,10,-0.464361425971315,-0.5513954442377903,0.6930595430002366
12,11,-0.24038166020521853,-0.5733684167469312,0.7832402671684471
12,12,1.7309325430792917e-08,-0.5808045807467502,0.8140430203518678
12,13,0.24040270476269457,-0.5731891423491723,0.7833650149424602
12,14,0.46444273581648593,-0.5510330323361484,0.6932932586010967
12,15,0.6568500713417643,-0.5158381756479573,0.5499626899367868
12,16,0.8045091494418788,-0.46999522080739525,0.3631384321199185
12,17,0.897352894902282,-0.41662069315797956,0.14555060990273716
12,18,0.9290490678239696,-0.35934466470519116,-0.0879729590461018
13,6,-0.9295456630122122,-0.35813099346906063,-0.08767583413946345
13,7,-0.8979125122858194,-0.4152404010705313,0.14604290328308547
13,8,-0.8050825628317176,-0.4684557184590902,0.3638561623324403
13,9,-0.6573767821942021,-0.5141429208146918,0.5509199789516934
13,10,-0.46485655632905637,-0.5491806931604012,0.6944846638319325
13,11,-0.24063833330230697,-0.5711731973038053,0.7847638952113152
13,12,,,
13,13,0.2406601258506801,-0.5709859384980173,0.7848934716654695
13,14,0.46494075618615516,-0.5488021751369188,0.6947274759227772
13,15,0.6575553967667266,-0.5135655982034124,0.5512452054439332
13,16,0.8053742385276568,-0.46766936833844064,0.3642220446841748
13,17,0.8983191635260417,-0.4142333191398959,0.14640163167197945
13,18,0.9300508567737681,-0.3568914034232891,-0.08737236391980653
14,6,-0.9305645038248989,-0.3556259476296917,-0.08706256137745862
14,7,-0.8988979967976529,-0.41279383615514875,0.1469137168050791
14,8,-0.8059673415233936,-0.46606352322431843,0.36496772010336576
14,9,-0.6581001935714419,-0.5117969674784616,0.5522390780278785
14,10,-0.4653687862721038,-0.5468693812233941,0.6959639161939152
14,11,-0.2409038452900018,-0.5688822359495626,0.7863449236470706
14,12,7.05796761577516e-17,-0.576326792401629,0.8172193269618931
14,13,0.24092636076250706,-0.5686870058676728,0.7864792292533832
14,14,0.4654557792906769,-0.5464747879435455,0.6962156445146616
14,15,0.6582847333240277,-0.5111952153310175,0.5525763853940814
14,16,0.8062686929745432,-0.4652440501673333,0.36534746271599833
14,17,0.8993181378743939,-0.41174454962747886,0.14728649884560818
14,18,0.9310864563707139,-0.3543346806787278,-0.08674643987698248
15,6,-0.9316165641437617,-0.35301765871110036,-0.08642401316246327
15,7,-0.8999155208719763,-0.41024608808220225,0.1478181399794004
15,8,-0.8068808029911556,-0.46357205975716775,0.3661206292697053
15,9,-0.6588469890898634,-0.5093533872023697,0.5536061523436082
15,10,-0.4658975263420569,-0.5444617003853452,0.6974962019694809
15,11,-0.24117789061141806,-0.5664956972791474,0.7879821381506307
15,12,1.2094983764483576e-08,-0.5739448653288238,0.8188939440261347
15,13,0.24120110308142484,-0.5662925103426238,0.7881210697615901
15,14,0.4659872123493882,-0.5440510654515319,0.6977566596657457
15,15,0.6590372415244121,-0.5087272672791787,0.5539553066904881
15,16,0.8071914831903105,-0.46271956584502627,0.3665140008911215
15,17,0.9003486679912477,-0.4091547532847675,0.14820480393991003
15,18,0.9321546744433673,-0.35167493943948747,-0.08609529536282949
16,6,-0.9327006321757078,-0.35030658217039606,-0.08576030099720286
16,7,-0.9009639124408945,-0.407597538677514,0.1487557560003269
16,8,-0.8078218949858667,-0.460981641150243,0.3673141877247216
16,9,-0.6596163084486338,-0.5068124340197513,0.5550202540012139
16,10,-0.46644216740724037,-0.5419578594226228,0.6990803838432921
16,11,-0.24146015353957428,-0.5640137618115602,0.789674281422295
16,12,6.998462196571131e-17,-0.5714678061824628,0.8206244856796581
16,13,0.2414840362477354,-0.563802633813438,0.7898177323550877
16,14,0.46653444301324243,-0.5415312193332458,0.6993493776144879
16,15,0.6598120542419823,-0.5061620127899864,0.5553810132560936
16,16,0.8081415457805641,-0.4600962353762769,0.367720948785867
16,17,0.9014095662701079,-0.4064643215003796,0.14915612352153712
16,18,0.9332542798946206,-0.34891264782611586,-0.08541904498027295
17,6,-0.933815457843141,-0.3474931989667564,-0.08507154262769191
17,7,-0.902041962508644,-0.4048485929452692,0.149726132200728
17,8,-0.8087895321965692,-0.45829260151759166,0.36854766856336596
17,9,-0.6604072643903292,-0.5041743811435714,0.556480402654917
17,10,-0.46700208130189474,-0.5393580848909882,0.7007152862057627
17,11,-0.2417503085087771,-0.5614366269825767,0.791420054217947
17,12,6.966964240946143e-17,-0.5688958029202228,0.8224096092700736
17,13,0.24177483389118837,-0.5612175751709746,0.7915679143422248
17,14,0.46709684000792373,-0.5389154792023083,0.7009926164595163
17,15,0.6606082776250841,-0.5034997300156123,0.5568525167469617
17,16,0.8091177846660408,-0.45737440007311314,0.3689675713323304
17,17,0.9024996087021538,-0.40367366916737796,0.1501400183608814
17,18,0.934384003995759,-0.3460482998123439,-0.0847178096614849
18,6,-0.9349597541013912,-0.3445780162649697,-0.08435786221547113
18,7,-0.9031484264260039,-0.4019996798529757,0.15072882021145823
18,8,-0.8097825973947727,-0.4555052968557653,0.3698203205516387
18,9,-0.6612189436366096,-0.5014395218930968,0.5579855862472693
18,10,-0.4675766214887631,-0.5366626221028793,0.702399696095333
18,11,-0.24204802045809123,-0.558764508154156,0.7932181164216836
18,12,6.934306073479439e-17,-0.5662290611715454,0.824247930106464
18,13,0.24207316017546024,-0.558537551317066,0.7933702722508589
18,14,0.46767375380029796,-0.5362040935932438,0.7026851571082073
18,15,0.6614249920401739,-0.5007407174480977,0.5583687972963931
18,16,0.8101190722402735,-0.45455442341929253,0.3702531092948621
18,17,0.9036175361693021,-0.4007832354713605,0.15115603359584517
18,18,0.9355425417270612,-0.34308241593095823,-0.08399171684069208
19,6,-0.9361321983022801,-0.3415615681430452,-0.08361939051084043
19,7,-0.9042820252092414,-0.3990512531232256,0.1517633561313675
19,8,-0.8107999426186311,-0.4526201059142401,0.37113136861737606
19,9,-0.6620504078564395,-0.4986081706320852,0.5595347617762882
19,10,-0.46816512374467867,-0.5338717361178356,0.7041323641785384
19,11,-0.24235294518672762,-0.5559976396379764,0.7950670881606898
19,12,6.900490441499751e-17,-0.5634678052728461,0.8261380226215241
19,13,0.24237867015451559,-0.5557627981891151,0.7952234229467423
19,14,0.46826451728779267,-0.533397330953847,0.7044257442630435
19,15,0.6622612530480858,-0.49788529486002,0.5599288042897334
19,16,0.8111442505669068,-0.45163669194327866,0.37157677976803577
19,17,0.9047620557814657,-0.3977934846843394,0.15220369890638735
19,18,0.9367285531641204,-0.340015543982544,-0.0832409006276871
20,6,-0.9373314336029748,-0.3384444163014815,-0.08285626502649987
20,7,-0.9054414469027606,-0.39600379202980945,0.1528292607083039
20,8,-0.8118403903962796,-0.449637431072668,0.3724800143626339
20,9,-0.6629006946662569,-0.49568066371592656,0.5611268560932836
20,10,-0.4687669068687198,-0.530985712743483,0.705912005767736
20,11,-0.24266472972108705,-0.5531362757304916,0.7969655509621437
20,12,,,
20,13,0.24269101014061417,-0.5528935717959924,0.7971259447939191
20,14,0.46886844651026843,-0.5304954806476707,0.7062130874455984
20,15,0.6631160924120826,-0.494933804253472,0.5615314571698689
20,16,0.8121921326159056,-0.4486216160972117,0.3729377766962651
20,17,0.9059318422571543,-0.3947049069619314,0.15328252870021356
20,18,0.9379406649089949,-0.33684825974468113,-0.08246550198145021
21,6,-0.9385560704191974,-0.3352271507717778,-0.08206863021100243
21,7,-0.906625347984563,-0.39285780219568756,0.15392603953147188
21,8,-0.8129027350075151,-0.4465576992224242,0.3738654365978173
21,9,-0.6637688186614218,-0.49265736044514935,0.5627607667313339
21,10,-0.469381273412467,-0.5280048595444398,0.7077373018763017
21,11,-0.24298301269324016,-0.5501806917568486,0.7989120489518682
21,12,6.829398995830864e-17,-0.5576627481969297,0.8300676233135754
21,13,0.24300981808373706,-0.5499301492625694,0.7990763788568381
21,14,0.46948484138391,-0.5274988539639947,0.7080458620579582
21,15,0.6639885191370176,-0.49188661081474855,0.5631756462733545
21,16,0.8132615035378344,-0.4455096311393084,0.37433527141520917
21,17,0.9071255393464924,-0.391518019141358,0.15439202230997093
21,18,0.9391774715652341,-0.3335811676791423,-0.08166566888328161
22,6,-0.9398046879218115,-0.33191039062169886,-0.0812566376214144
22,7,-0.9078323548135595,-0.3896138163902893,0.15505318323549996
22,8,-0.8139857437829661,-0.4433813626498577,0.3752867918976727
22,9,-0.6646537724782403,-0.4895386440226579,0.5644353627643302
22,10,-0.47000751043185734,-0.5249295068564725,0.7096069003110583
22,11,-0.24330742473057768,-0.5471311851209673,0.8009050900943883
22,12,6.792129938192189e-17,-0.5546194986931036,0.8321040870404438
22,13,0.2433347239621497,-0.5468728298801909,0.8010732301438466
22,14,0.47011298645663224,-0.5244077851325938,0.7099227104813268
22,15,0.6648775205388888,-0.48874410387209677,0.5648602336970807
22,16,0.8143511219753163,-0.4423011980171069,0.37576841321507526
22,17,0.9083417612956725,-0.38823336553771337,0.1555316642022968
22,18,0.9404375372557559,-0.330214901634613,-0.08084155650883852
23,6,-0.941075835575713,-0.32849478465483,-0.08042044609457619
23,7,-0.9090610651177082,-0.3862723953235883,0.15621016771655918
23,8,-0.8150881584398227,-0.44010889991863433,0.3767432151792361
23,9,-0.6655545278858146,-0.4863249225120205,0.5661494856964613
23,10,-0.47064489026010387,-0.5217600088031921,0.7115194168016412
23,11,-0.24363758885635037,-0.5439880763590466,0.8029431474739965
23,12,6.753716954209806e-17,-0.5514828405146698,0.8341862361714387
23,13,0.2436653501838397,-0.5437219361603401,0.8031149688916511
23,14,0.4707521516844518,-0.5212226323405921,0.711842243211516
23,15,0.6657820633440142,-0.48550669785385486,0.5665840541953442
23,16,0.815459721410736,-0.438996804248919,0.3772363299258984
23,17,0.9095790943517786,-0.3848515187359411,0.15670092419905474
23,18,0.9417193971824707,-0.3267501255424486,-0.07999332739846628
24,6,-0.9423680347198975,-0.3249810121019059,-0.0795602219163508
24,7,-0.9103100495218712,-0.3828341284343899,0.15739645436085745
24,8,-0.8162086964531391,-0.4367408167485385,0.3782338203017906
24,9,-0.6664700369068941,-0.48301662979413523,0.5679019503819639
24,10,-0.4712926713010996,-0.5184967443125535,0.7134734361664463
24,11,-0.2439731209008004,-0.5407517101937311,0.8050246606163557
24,12,1.6339215923305717e-08,-0.548253107378979,0.836312459699898
24,13,0.24400131199851305,-0.5404778148887363,0.8052000318902759
24,14,0.4714015932282507,-0.5179437787486606,0.7138030400309495
24,15,0.666701094817008,-0.4821748332442796,0.568345916107131
24,16,0.8165860115491661,-0.43559696480086285,0.3787381285248435
24,17,0.9108360983068547,-0.3813730803759444,0.1578992577110771
24,18,0.9430215592264851,-0.3231875341029557,-0.07912115162521073
25,6,-0.9436797801874852,-0.32136978330142013,-0.07867613898824631
25,7,-0.9115778531142226,-0.37929963467023936,0.15861149028581717
25,8,-0.8173460524616508,-0.4332776468880745,0.37975770068885945
25,9,-0.6673992329668779,-0.4796142265195377,0.5696915459749149
25,10,-0.4719500988427008,-0.5151401181303938,0.7154675135147429
25,11,-0.24431362992257039,-0.5374224565861446,0.8071480368501003
25,12,6.673475861677968e-17,-0.5449306580741731,0.8384811136160722
25,13,0.24434221791984811,-0.5371408381770625,0.8073268238479708
25,14,0.47206055427030835,-0.5145716335037922,0.7158036512167623
25,15,0.6676335439166752,-0.4787489775343464,0.5701446023133773
25,16,0.8177286797354466,-0.4321022229568059,0.38027289576554113
25,17,0.9121113080800083,-0.3777986819282425,0.15912610598471588
25,18,0.9443425055876293,-0.3195278534596938,-0.07822520695989721
26,6,-0.9450095419644193,-0.3176618403669887,-0.07776837899079765
26,7,-0.9128629970499534,-0.3756695632563688,0.15985470859422884
26,8,-0.8184988997069881,-0.4297199529782082,0.3813139299722167
26,9,-0.6683410320700426,-0.47611820105363906,0.5715170369087844
26,10,-0.4726164058892312,-0.5116905618282342,0.7175001754844743
26,11,-0.24465871864004216,-0.5340007117829836,0.8093116527078302
26,12,1.1411593939526493e-08,-0.5415158775195269,0.8406905223649525
26,13,0.24468767015764567,-0.5337114045095214,0.8094937187954563
26,14,0.4727282658499421,-0.5111066327458795,0.7178425987844934
26,15,0.6685783224788947,-0.47522962616478825,0.571978871223914
26,16,0.8188863924042648,-0.4285131511785615,0.3818396988294274
26,17,0.9134032353362719,-0.37412898545758133,0.1603808963614811
26,18,0.9456806944619808,-0.3157718418592845,-0.07730567903266174
27,6,-0.9463557668854631,-0.3138579578389824,-0.07683713154309442
27,7,-0.9141639801909549,-0.37194459445108474,0.1611255286416452
27,8,-0.819665891505089,-0.42606832740457856,0.38290156265786185
27,9,-0.6692943340020199,-0.47252907041214764,0.5733771639054213
27,10,-0.47329081401252254,-0.5081485348025553,0.7195699215151924
27,11,-0.24500798387226472,-0.5304868993558469,0.8115138553658019
27,12,1.6033923030764328e-08,-0.5380091778182104,0.8429389803439944
27,13,0.24503726505953752,-0.5301899397813895,0.8116990615288086
27,14,0.47340394771756933,-0.507549240605294,0.7199183777668204
27,15,0.6695343264255033,-0.47161730345863845,0.5738474577937506
27,16,0.8200577965620289,-0.4248303519536626,0.38343758599902195
27,17,0.9147103701408645,-0.37036468437191417,0.16166304255102712
27,18,0.9470345617559769,-0.3119202902942306,-0.07636276149032281
28,6,-0.947716880366055,-0.3099589433179106,-0.07588259435784414
28,7,-0.9154792807800691,-0.36812544028502364,0.16242335631726412
28,8,-0.8208456627485592,-0.42232339313551176,0.3845196348138631
28,9,-0.6702580235574959,-0.46884738118394353,0.5752706450130731
28,10,-0.47397253422075397,-0.5045145252627556,0.7216752251555075
28,11,-0.24536101698907176,-0.5268814712299745,0.8137529641215606
28,12,6.544647197214274e-17,-0.5344109992996277,0.8452247534399199
28,13,0.24539059356185242,-0.526576898326746,0.8139411690902147
28,14,0.47408680920643903,-0.5038999501886886,0.7220294575266958
28,15,0.6705004369981318,-0.46791256354053684,0.5757490745682857
28,16,0.821241521299247,-0.42105445862805574,0.3850655873530295
28,17,0.9160311826474161,-0.36650650415417074,0.16297194491772246
28,18,0.9484025228356258,-0.3079740231262567,-0.07539665614898443
29,6,-0.9490912881684838,-0.30596563807710053,-0.07490497339136444
29,7,-0.9168073581484342,-0.36421284528169534,0.16374758433851969
29,8,-0.8220368314386365,-0.4184858045431887,0.38616716477992624
29,9,-0.6712309717920408,-0.465073710438669,0.5771961766729936
29,10,-0.4746607678443236,-0.5007890512049984,0.7238145354043637
29,11,-0.2457174043699989,-0.5231849086995692,0.8160272719086623
29,12,,,
29,13,0.24574724164924816,-0.5228727639325491,0.8162183322857449
29,14,0.47477605012126256,-0.5001592845502216,0.7241742831041867
29,15,0.671475522015889,-0.46411599124007696,0.577682412756984
29,16,0.8224361793320585,-0.417186136221056,0.38672271548311304
29,17,0.9173641248186436,-0.3625552030742532,0.16430699078101055
29,18,0.9497829743092459,-0.30393389868770715,-0.07440757314126738
30,6,-0.9504773782007775,-0.3018789176522053,-0.07390448298790427
30,7,-0.9181466544543575,-0.36020758715677154,0.1650975925595752
30,8,-0.8232380002453745,-0.41455624820530396,0.38784315389850466
30,9,-0.672212037296924,-0.4612086666163124,0.5791524348141188
30,10,-0.4753547074379378,-0.49697266136916785,0.7259862780853636
30,11,-0.2460767278715827,-0.5193977234268791,0.8183350468475552
30,12,,,
30,13,0.24610679082269188,-0.5190780508362376,0.8185288172392027
30,14,0.47547086164292685,-0.4963277976454279,0.7263512765962293
30,15,0.672458437155739,-0.46022820297646333,0.5796461433349802
30,16,0.8236403685714909,-0.413226082219934,0.3884079662321346
30,17,0.9187076321778828,-0.35851157287872104,0.16566755472974637
30,18,0.9511742958420781,-0.299800809858565,-0.07339573105757226
31,6,-0.9518735223466072,-0.297699692405134,-0.07288134601770146
31,7,-0.9194955964520797,-0.35611047749359387,0.16647274829388375
31,8,-0.8244477580945522,-0.41053544368462613,0.3895465872672151
31,9,-0.6732000674957067,-0.45725289039608913,0.581138075975235
31,10,-0.4760535376980636,-0.49306593617616934,0.7281888572533063
31,11,-0.24643856530258973,-0.5155204584222369,0.8206745338316086
31,12,1.1022927531562629e-08,-0.5230724390230072,0.8522882279689907
31,13,0.2464688185753224,-0.5151933047040586,0.8208708669810351
31,14,0.47617042724841696,-0.49240607526497676,0.7285588385684454
31,15,0.6734480272543407,-0.45624984762179993,0.5816389181720231
31,16,0.8248526737189473,-0.409175027351519,0.390120319453611
31,17,0.9200601255898034,-0.3543764394556527,0.16705299895066006
31,18,0.9525748520010393,-0.2955756846166904,-0.07236135708078585
32,6,-0.9532780783244327,-0.2934289080600091,-0.07183579400819362
32,7,-0.92085259728871,-0.35192236239240954,0.16787240665095146
32,8,-0.8256646817797813,-0.4064241442838429,0.39127643451227506
32,9,-0.6741938999613489,-0.4532070555419383,0.5831517384539919
32,10,-0.47675643639484605,-0.48906948864282723,0.7304206566320058
32,11,-0.24680249090671383,-0.5115536890022703,0.8230439561471855
32,12,,,
32,13,0.24683289887575646,-0.5112191035873322,0.8232427030711873
32,14,0.47687392364505987,-0.4883947359455692,0.7307953494980817
32,15,0.6744431276300804,-0.45218160734032314,0.5836593711880903
32,16,0.8260716678863521,-0.4050337363282433,0.3918587397920883
32,17,0.9214200130685559,-0.35015066347221063,0.16846267357107014
32,18,0.9539829941277947,-0.2912594865589161,-0.07130468711385324
33,6,-0.9546893915740297,-0.2890675462088193,-0.07076806726780999
33,7,-0.9222160583275318,-0.34764412309089004,0.1692959108874065
33,8,-0.8268873375981878,-0.4022231377731472,0.39303165058262757
33,9,-0.675192363752509,-0.4490718697219919,0.5851920434820469
33,10,-0.47746257531756353,-0.48498396527166787,0.7326800410823879
33,11,-0.24716807585225947,-0.5074980237235259,0.8254415171265661
33,12,6.307732424768141e-17,-0.5150654400239996,0.8571508574882741
33,13,0.24719860265832774,-0.5071560588539045,0.8256425272547104
33,14,0.47758052171813675,-0.4842944318552767,0.7330591712470468
33,15,0.6754425654239573,-0.44802419840095453,0.5857061195349467
33,16,0.8272959142393197,-0.4008030085660813,0.39362217748407685
33,17,0.9227856916115151,-0.3458351409824801,0.16989591701593618
33,18,0.9553970622382526,-0.2868532153906903,-0.07022596589964969
34,6,-0.9561057971684537,-0.2846166247844894,-0.06967841500178491
34,7,-0.9235843709958018,-0.34327667655352345,0.1707425927724443
34,8,-0.8281142830079788,-0.3979332470880562,0.3948111765643638
